State,City,Scale_of_Operation,Monthly_Production_Tons,Machine_Utilization_Pct,Skilled_Labor_Pct,Transport_Cost_Rs_per_Ton,Quality_Rejection_Rate_Pct,Avg_Selling_Price_Rs_sqm,Net_Profit_Margin_Pct,Profitability_Class
Tamil Nadu,Salem,Small,1838.21,55.03,68.82,1696.69,4.27,2521.66,13.928,Medium
Karnataka,Hassan,Medium,2742.45,54.0,37.62,1219.8,3.23,2511.53,14.934,Medium
Gujarat,Vadodara,Medium,2247.34,74.95,52.5,1950.52,4.31,1477.49,7.989,Low
Rajasthan,Jodhpur,Small,1982.09,81.11,41.64,2747.93,9.31,1977.69,6.744,Low
Karnataka,Hassan,Medium,3034.6,93.6,47.57,2003.43,10.76,2370.82,11.602,Medium
Telangana,Karimnagar,Small,1134.79,46.52,50.87,1885.6,8.99,1928.57,5.695,High
Gujarat,Ahmedabad,Large,3923.3,95.96,58.56,819.15,5.67,1870.1,19.604,High
Andhra Pradesh,Kurnool,Medium,1914.43,88.18,40.32,1330.47,6.18,1305.79,14.853,Medium
Andhra Pradesh,Nellore,Medium,2445.44,64.33,55.06,1532.92,5.67,1744.72,14.57,Medium
Rajasthan,Makrana,Small,1807.95,65.04,62.88,1767.22,6.33,1832.14,14.258,Medium
Rajasthan,Kishangarh,Small,1691.71,70.64,45.05,1955.84,9.38,2320.57,10.988,Medium
Telangana,Warangal,Medium,2285.63,79.51,48.44,,6.13,1849.09,9.471,Medium
Andhra Pradesh,Kadapa,Medium,3316.7,71.08,70.6,1635.0,3.24,2159.78,14.109,Medium
Gujarat,Surat,Small,580.82,80.41,59.79,904.79,5.83,1561.86,8.707,Medium
Tamil Nadu,Madurai,Small,1122.96,59.49,55.06,1100.73,9.66,2314.73,13.009,Medium
Rajasthan,Jaipur,Small,1551.03,57.31,60.94,2452.05,11.31,2585.3,6.734,Low
Karnataka,Bengaluru,Medium,3127.34,62.75,92.0,1117.06,6.41,2428.54,16.701,High
Rajasthan,Makrana,Small,2012.02,66.25,64.67,1577.15,6.76,2020.71,13.155,Medium
Gujarat,Bhavnagar,Medium,1829.11,77.34,77.36,982.88,6.36,1586.2,10.473,Medium
Rajasthan,Jaipur,Small,1410.74,78.02,64.48,2272.16,13.46,2533.72,7.723,High
Gujarat,Ahmedabad,Medium,1841.69,85.21,46.27,1894.47,7.02,1626.44,8.62,Medium
Tamil Nadu,Krishnagiri,Small,1832.76,84.9,45.96,2017.9,9.46,2255.33,14.15,Medium
Rajasthan,Jodhpur,Medium,2490.5,81.79,39.2,2501.41,5.15,1704.05,10.98,Medium
Tamil Nadu,Salem,Small,2231.97,52.3,62.03,1469.83,9.04,2239.83,9.331,Medium
Tamil Nadu,Dharmapuri,Small,1806.05,69.21,46.1,1593.62,11.5,2579.79,8.916,Medium
Tamil Nadu,Madurai,Medium,3068.74,73.14,44.79,1580.04,7.59,1986.95,14.652,Medium
Telangana,Karimnagar,Small,1213.88,78.87,49.83,2526.16,2.52,1668.53,8.108,Medium
Tamil Nadu,Salem,Small,1133.15,54.52,26.02,1221.94,13.22,2120.97,4.933,Low
Rajasthan,Jodhpur,Large,4831.02,92.26,77.66,2526.1,6.83,2334.6,20.951,High
Telangana,Hyderabad,Large,4216.53,76.78,58.39,1846.51,3.05,2012.53,16.638,High
Rajasthan,Jaipur,Small,1519.82,69.61,66.1,2159.44,7.58,2048.01,11.397,Medium
Tamil Nadu,Salem,Large,5553.67,72.84,78.31,1803.61,5.35,2420.1,21.788,High
Karnataka,Ramanagara,Medium,2690.57,65.84,61.33,1724.95,2.98,2276.05,17.872,High
Karnataka,Chitradurga,Small,1371.72,48.09,36.97,1803.33,8.63,2049.92,8.617,Medium
Tamil Nadu,Krishnagiri,Large,5515.46,94.58,62.64,,7.9,2260.1,21.335,Low
Rajasthan,Udaipur,Large,4399.59,76.16,67.23,2733.72,9.83,2222.54,14.58,Medium
Tamil Nadu,Krishnagiri,Large,5477.39,85.41,37.0,1607.76,5.57,2535.78,20.445,High
Telangana,Nizamabad,Small,1524.04,69.63,76.18,2576.64,10.81,2152.79,8.7,Medium
Karnataka,Mysuru,Small,1388.29,66.14,49.05,1335.74,5.24,1812.83,11.073,Medium
Rajasthan,Udaipur,Medium,2698.09,63.86,56.38,2290.66,8.77,1879.67,15.25,Medium
Tamil Nadu,Salem,Medium,2948.6,56.43,71.89,1071.92,5.61,2600.09,17.646,High
Andhra Pradesh,Ongole,Small,928.04,63.89,63.49,2252.82,8.57,1975.02,7.712,Low
Gujarat,Vadodara,Large,4485.98,73.57,92.0,2279.2,3.86,2154.51,18.607,High
Andhra Pradesh,Guntur,Medium,2411.46,88.58,44.35,2230.1,9.39,2133.64,11.405,Medium
Andhra Pradesh,Guntur,Medium,2687.05,73.06,50.72,1941.55,,2508.69,13.822,Medium
Andhra Pradesh,Guntur,Medium,2518.31,90.05,83.5,1294.07,7.99,2235.72,14.396,Medium
Telangana,Nizamabad,Medium,2830.67,56.56,45.23,1430.68,4.48,1408.65,7.588,Low
Rajasthan,Jodhpur,Small,1059.26,76.94,40.78,2970.88,9.84,1957.42,6.981,Low
Rajasthan,Jodhpur,Large,5234.94,79.73,61.86,1722.74,4.46,2421.29,21.768,High
Telangana,Warangal,Small,1072.39,78.14,83.19,2170.54,3.94,2520.65,15.091,Medium
Tamil Nadu,Dharmapuri,Small,1531.73,77.09,51.14,1630.43,7.55,2316.0,13.731,Medium
Tamil Nadu,Dharmapuri,Large,5311.96,81.83,92.0,985.01,1.73,2913.57,27.181,High
Andhra Pradesh,Nellore,Large,5148.06,63.84,68.7,1477.57,2.48,2302.89,15.661,Medium
Karnataka,Chitradurga,Large,4650.06,66.83,88.85,2524.01,7.2,2589.76,23.46,High
Karnataka,Mysuru,Large,4837.94,89.36,58.52,2542.19,1.39,2627.06,21.482,High
Tamil Nadu,Krishnagiri,Medium,2513.67,66.47,40.07,1387.33,4.33,1738.27,15.389,Medium
Tamil Nadu,Salem,Large,4953.43,73.42,79.2,874.56,5.89,2691.48,24.569,High
Rajasthan,Jaipur,Small,1845.58,65.79,33.64,2831.45,,1928.08,9.174,Medium
Gujarat,Surat,Medium,2237.83,60.34,40.24,807.76,10.01,1630.59,2.928,Low
Tamil Nadu,Dharmapuri,Medium,2850.25,55.26,69.74,1155.53,10.81,2281.63,12.447,Medium
Rajasthan,Udaipur,Small,1660.95,90.66,41.16,2638.58,12.9,1823.54,7.22,Low
Karnataka,Chitradurga,Medium,2811.18,48.68,34.16,2253.26,8.34,1997.05,12.119,Medium
Tamil Nadu,Salem,Medium,2968.85,81.71,52.04,1173.62,5.22,2491.05,16.385,High
Telangana,Khammam,Medium,2682.73,86.6,69.35,1543.06,6.55,1581.41,12.608,Medium
Andhra Pradesh,Kurnool,Small,1153.97,75.67,41.29,1192.57,12.73,1807.54,5.59,Low
Telangana,Warangal,Large,4021.96,77.85,23.17,2000.62,3.01,2104.16,14.065,Medium
Rajasthan,Makrana,Small,1600.19,77.12,50.88,2005.4,3.02,2700.82,17.659,High
Andhra Pradesh,Kurnool,Medium,2562.6,69.12,64.33,1466.66,4.85,1966.26,14.822,Medium
Telangana,Warangal,Large,4416.21,90.98,74.88,2412.69,6.12,1846.59,17.35,High
Andhra Pradesh,Kurnool,Medium,2359.8,88.72,77.91,1567.21,9.63,1960.29,11.868,Medium
Tamil Nadu,Chennai,Small,1951.86,84.15,49.41,1940.56,9.32,2487.37,15.018,Medium
Rajasthan,Jaipur,Small,1410.26,53.18,84.92,1437.89,11.98,2411.07,11.662,Medium
Rajasthan,Udaipur,Medium,3109.29,80.5,58.07,2355.08,5.28,2049.88,15.733,Medium
Tamil Nadu,Salem,Large,5567.73,96.53,62.46,2036.49,5.87,2269.89,23.974,Low
Karnataka,Ramanagara,Large,5626.17,87.62,62.69,1209.68,5.99,1991.32,22.861,High
Andhra Pradesh,Ongole,Medium,2487.25,82.92,51.91,979.23,3.04,2009.81,17.749,High
Telangana,Khammam,Small,1596.88,62.99,59.33,1438.46,11.45,2061.55,3.49,Low
Andhra Pradesh,Ongole,Small,1501.6,66.53,62.44,1466.53,6.17,1771.84,10.696,Medium
Andhra Pradesh,Kadapa,Small,1123.41,86.61,42.58,1033.59,6.32,1696.77,10.684,Medium
Rajasthan,Makrana,Small,2180.15,83.3,42.62,1425.77,10.33,1972.17,11.824,Medium
Andhra Pradesh,Kadapa,Small,1110.09,73.33,52.63,956.9,3.58,1879.09,8.657,Medium
Karnataka,Hassan,Small,2083.31,68.3,52.19,2054.82,6.39,2591.29,10.091,Medium
Gujarat,Ahmedabad,Medium,2500.57,70.15,42.62,1836.81,7.46,1716.12,6.895,Low
Tamil Nadu,Dharmapuri,Small,1943.66,70.94,71.76,1250.72,11.78,2661.1,15.269,Medium
Karnataka,Bengaluru,Medium,2816.32,74.16,74.21,1868.55,7.48,2068.81,17.377,High
Andhra Pradesh,Guntur,Large,4656.79,98.0,47.21,1772.59,10.08,1780.93,17.086,High
Rajasthan,Kishangarh,Medium,2569.03,67.56,55.17,1807.48,4.55,2242.33,16.713,High
Karnataka,Hassan,Medium,3076.95,49.09,68.89,1876.38,0.57,2518.27,16.534,High
Tamil Nadu,Madurai,Medium,2574.33,63.19,89.89,1799.83,2.12,3375.14,20.507,High
Andhra Pradesh,Ongole,Small,1723.86,81.6,51.94,1297.9,7.57,2019.55,14.882,Medium
Gujarat,Ahmedabad,Small,1208.35,81.06,69.92,1308.21,5.44,1651.35,10.524,Medium
Rajasthan,Jodhpur,Small,1294.62,60.76,46.06,1501.85,9.53,2034.11,8.735,High
Gujarat,Bhavnagar,Small,780.35,69.68,63.83,1985.86,7.64,1828.48,5.504,Low
Tamil Nadu,Chennai,Medium,3131.36,86.72,74.05,1659.0,4.01,2728.24,21.137,High
Telangana,Khammam,Large,4064.71,84.27,70.27,2330.44,4.14,1367.77,15.858,Medium
Rajasthan,Kishangarh,Large,4772.56,71.7,69.49,1548.54,0.5,2176.05,23.343,High
Rajasthan,Jaipur,Small,1722.46,61.19,68.56,2705.83,5.6,2241.34,11.531,Medium
Andhra Pradesh,Guntur,Large,4588.84,95.29,88.98,2407.8,3.19,1796.13,22.535,High
Karnataka,Chitradurga,Small,1724.71,61.5,45.93,1400.19,2.48,2559.96,10.646,Medium
Andhra Pradesh,Guntur,Large,4086.04,81.26,76.26,1763.39,5.59,2047.73,18.106,High
Karnataka,Ramanagara,Small,1226.77,53.24,43.21,1676.9,11.25,2079.51,9.854,Medium
Andhra Pradesh,Guntur,Small,971.55,71.1,47.63,1021.67,7.78,1537.3,8.625,Medium
Andhra Pradesh,Nellore,Small,1525.46,98.0,76.54,1963.08,8.35,2370.33,13.758,Medium
Tamil Nadu,Dharmapuri,Large,5634.5,98.0,23.83,2287.24,5.34,1910.21,18.953,High
Karnataka,Hassan,Small,1344.28,72.43,52.02,1330.77,3.9,2585.12,10.522,Medium
Rajasthan,Makrana,Small,1367.46,92.42,46.61,2670.98,6.48,2501.63,12.014,Medium
Rajasthan,Jodhpur,Large,4997.25,88.95,44.28,2023.63,9.44,2385.77,19.805,High
Gujarat,Bhavnagar,Large,3959.28,98.0,79.09,1655.31,5.01,1896.53,16.538,High
Karnataka,Mysuru,Small,1248.45,83.96,59.73,2174.84,11.96,2164.26,12.857,Medium
Telangana,Karimnagar,Medium,3071.04,88.01,71.69,1646.77,8.13,2090.58,15.947,Medium
Karnataka,Mysuru,Small,1859.37,48.65,71.62,1497.61,,2273.85,9.71,Medium
Andhra Pradesh,Kadapa,Small,1108.66,82.7,76.0,1842.11,8.52,2088.87,12.086,Medium
Karnataka,Hassan,Medium,2725.66,65.18,49.27,819.7,7.12,1897.54,16.134,High
Tamil Nadu,Dharmapuri,Medium,3271.36,81.41,39.19,1870.64,4.03,2466.85,14.14,Medium
Andhra Pradesh,Nellore,Medium,2894.57,81.05,53.48,,5.58,1735.68,13.983,High
Rajasthan,Jaipur,Medium,2366.26,91.42,60.68,1886.47,7.26,2416.51,14.603,Medium
Tamil Nadu,Dharmapuri,Medium,2570.55,88.13,34.77,2125.91,13.07,1988.79,13.889,Medium
Andhra Pradesh,Ongole,Medium,2248.98,57.83,78.84,1659.46,5.81,1932.64,10.431,Medium
Telangana,Hyderabad,Medium,2427.32,48.71,62.48,1464.63,2.45,1966.86,12.491,Medium
Karnataka,Hassan,Medium,3045.65,70.3,55.26,2506.48,6.67,2061.73,12.781,Medium
Rajasthan,Kishangarh,Small,2191.68,84.74,29.86,2532.13,7.91,1806.46,6.217,Low
Telangana,Hyderabad,Medium,1615.2,83.72,61.45,2086.07,3.17,2026.75,12.33,Medium
Telangana,Karimnagar,Medium,2134.07,72.58,56.72,1362.88,9.47,1666.12,7.804,Low
Andhra Pradesh,Ongole,Medium,2512.11,84.29,41.56,1554.28,5.89,1640.78,13.499,Medium
Rajasthan,Udaipur,Medium,2890.16,82.44,66.47,2631.6,7.64,2106.64,17.637,High
Andhra Pradesh,Nellore,Small,1790.2,75.82,45.8,1182.11,11.07,2010.19,7.056,Low
Andhra Pradesh,Guntur,Medium,2406.12,82.05,39.77,1663.61,5.64,2047.15,12.438,Medium
Andhra Pradesh,Kadapa,Small,2014.72,79.78,60.52,1627.45,6.39,1791.19,11.777,Medium
Karnataka,Chitradurga,Large,4753.5,78.76,92.0,1286.04,3.86,2653.18,23.942,High
Telangana,Khammam,Medium,2070.54,85.62,80.62,1256.34,5.72,2030.33,15.206,Medium
Tamil Nadu,Chennai,Small,1385.48,58.44,60.77,2268.16,4.08,2724.37,12.094,Medium
Andhra Pradesh,Guntur,Medium,2532.1,97.51,66.51,1249.49,5.12,2392.36,16.586,High
Rajasthan,Udaipur,Large,4866.81,86.83,43.15,2192.88,0.5,1702.99,20.741,High
Telangana,Karimnagar,Small,1636.5,97.3,51.98,1164.69,4.62,1375.28,11.566,Medium
Karnataka,Hassan,Medium,3337.38,54.39,50.72,2611.12,7.86,2131.81,12.441,Medium
Andhra Pradesh,Nellore,Medium,3212.97,63.38,20.0,2004.96,9.34,1410.67,8.223,Medium
Tamil Nadu,Dharmapuri,Medium,2781.28,73.76,49.36,1829.75,6.74,2165.95,15.39,Medium
Andhra Pradesh,Ongole,Small,1559.31,83.28,48.88,786.18,11.39,1532.19,7.007,High
Karnataka,Ramanagara,Medium,3126.91,70.58,29.59,1977.3,9.6,2077.56,11.336,Medium
Andhra Pradesh,Guntur,Large,4641.93,86.68,62.47,1731.53,4.91,1856.49,18.724,High
Tamil Nadu,Dharmapuri,Large,6096.1,96.0,45.9,1286.12,7.45,2559.86,22.286,High
Tamil Nadu,Krishnagiri,Medium,3190.24,77.43,64.16,1276.62,1.87,2581.15,21.602,High
Tamil Nadu,Chennai,Large,5625.2,62.67,70.5,1483.95,4.16,2505.51,21.226,High
Tamil Nadu,Krishnagiri,Medium,3809.82,98.0,34.39,1923.42,6.66,2584.91,17.2,High
Tamil Nadu,Madurai,Medium,3153.89,66.8,55.28,1451.56,3.54,2617.65,16.266,High
Rajasthan,Kishangarh,Medium,2701.05,57.35,47.59,2101.83,1.43,2240.14,13.317,Medium
Karnataka,Hassan,Small,1389.46,64.55,48.11,1771.81,8.34,1889.43,9.721,Medium
Karnataka,Hassan,Medium,3093.09,64.88,21.27,1239.1,8.69,1988.18,10.695,Medium
Tamil Nadu,Krishnagiri,Medium,3253.75,77.05,65.35,1004.89,6.09,2325.05,20.209,High
Tamil Nadu,Salem,Large,5566.1,98.0,92.0,,7.77,2639.5,27.297,Medium
Rajasthan,Udaipur,Medium,2463.77,62.72,81.24,2510.76,8.18,1936.35,12.301,Medium
Karnataka,Hassan,Medium,2794.05,81.89,77.19,2500.84,4.56,2272.21,18.003,High
Telangana,Nizamabad,Small,1297.72,98.0,23.39,1923.67,9.98,1331.44,3.681,Low
Tamil Nadu,Chennai,Small,1670.8,66.62,36.75,1284.82,8.19,2613.88,13.741,Medium
Rajasthan,Udaipur,Small,1959.92,74.02,56.16,2358.22,7.22,2295.06,8.57,Medium
Rajasthan,Jaipur,Medium,2654.79,79.18,67.38,1648.03,6.13,2168.72,16.42,High
Karnataka,Chitradurga,Small,1854.68,67.24,67.98,1753.8,6.13,2283.74,13.813,Medium
Tamil Nadu,Madurai,Medium,3350.45,49.46,54.79,1741.11,3.57,2557.6,16.822,High
Tamil Nadu,Madurai,Small,1445.64,88.79,33.16,1231.49,10.45,2488.38,11.374,Medium
Telangana,Karimnagar,Medium,2800.09,80.69,63.23,2392.52,10.54,1718.42,10.905,Medium
Tamil Nadu,Chennai,Large,5110.14,70.38,63.94,2084.78,7.73,3173.77,17.605,High
Andhra Pradesh,Ongole,Medium,2351.51,70.17,84.99,1371.43,2.22,2216.01,17.57,High
Rajasthan,Jaipur,Small,1209.45,70.78,59.53,1771.18,3.96,1953.47,12.551,Medium
Andhra Pradesh,Kurnool,Medium,2417.32,80.47,50.31,1755.02,6.79,1892.94,10.524,Medium
Karnataka,Bengaluru,Small,1980.76,61.98,57.81,1413.48,7.57,2231.37,11.004,Medium
Telangana,Nizamabad,Small,2233.03,66.76,73.88,1902.19,5.46,1808.23,10.626,Medium
Gujarat,Surat,Small,1665.92,75.67,63.86,1229.74,9.19,1536.51,7.807,Low
Rajasthan,Jaipur,Small,1165.75,49.9,61.71,1987.94,7.75,1782.19,8.278,Medium
Tamil Nadu,Dharmapuri,Small,1394.87,75.06,60.19,1832.76,8.45,2283.23,13.265,Medium
Gujarat,Surat,Small,1605.17,63.09,51.03,1286.64,6.78,1749.59,6.113,Low
Andhra Pradesh,Nellore,Small,1092.12,79.84,62.85,1911.3,5.19,2124.14,13.226,Medium
Gujarat,Rajkot,Medium,1838.92,80.82,60.16,2190.01,4.92,2110.45,12.179,Medium
Andhra Pradesh,Nellore,Large,4844.15,93.67,52.05,2522.63,6.18,2245.25,17.804,High
Telangana,Karimnagar,Large,4032.19,53.66,74.37,1984.91,3.85,1832.74,14.331,Medium
Rajasthan,Jaipur,Small,1766.14,67.94,61.9,2066.03,,1845.21,10.866,Medium
Rajasthan,Kishangarh,Medium,2719.78,76.82,69.52,2617.51,1.99,2188.58,19.525,High
Rajasthan,Udaipur,Large,5008.43,94.58,46.02,2207.67,4.38,2059.78,18.586,High
Telangana,Warangal,Small,1696.62,60.95,56.51,2733.0,8.13,1619.67,2.314,Low
Andhra Pradesh,Ongole,Large,4813.22,71.78,62.65,2104.17,3.25,2082.72,15.128,Medium
Telangana,Nizamabad,Medium,2499.22,90.26,66.24,1490.59,6.54,1813.77,10.539,Medium
Rajasthan,Makrana,Large,4935.54,98.0,50.49,1642.24,4.65,2139.16,22.765,High
Rajasthan,Kishangarh,Large,5159.29,98.0,85.5,2391.85,6.76,2290.46,20.798,High
Telangana,Khammam,Medium,2564.02,91.5,38.62,1723.72,9.09,1837.75,12.295,Medium
Rajasthan,Makrana,Medium,2375.02,80.87,48.2,2073.82,3.11,2154.78,13.943,Medium
Rajasthan,Jodhpur,Small,1400.04,74.78,84.16,1209.48,7.66,2469.14,12.677,Medium
Rajasthan,Kishangarh,Small,1569.18,95.93,59.04,2123.93,7.52,1721.01,13.159,Medium
Karnataka,Bengaluru,Medium,2973.01,72.33,73.26,2045.56,6.3,2215.32,19.361,High
Andhra Pradesh,Guntur,Small,1603.19,66.86,56.82,2436.5,7.62,1981.52,6.999,Low
Karnataka,Bengaluru,Small,2436.79,72.36,69.75,2118.75,10.42,2244.49,16.629,High
Gujarat,Bhavnagar,Small,1061.15,68.72,59.26,1993.87,7.44,1349.16,2.786,Low
Andhra Pradesh,Kurnool,Large,4362.45,70.55,54.15,1453.84,7.09,1624.53,14.841,Medium
Rajasthan,Jaipur,Small,1936.78,84.54,27.17,1392.88,10.5,1722.23,9.822,Medium
Karnataka,Hassan,Small,1749.36,70.45,27.11,1796.69,6.36,1783.43,10.189,Medium
Tamil Nadu,Salem,Medium,3261.63,75.95,52.99,2063.65,3.51,2550.3,19.089,High
Telangana,Karimnagar,Medium,2141.04,81.59,67.32,1264.6,8.08,1620.41,12.215,Medium
Telangana,Nizamabad,Small,1021.06,52.23,64.65,1957.87,11.1,2059.04,6.912,Medium
Rajasthan,Kishangarh,Large,4616.46,93.27,71.21,2280.02,7.65,2029.14,19.335,High
Gujarat,Rajkot,Medium,2081.74,98.0,61.9,1732.85,4.88,1508.71,11.911,Medium
Gujarat,Vadodara,Medium,1796.75,93.35,29.21,1700.04,10.64,1721.36,6.764,Low
Telangana,Warangal,Small,828.78,36.84,49.6,1973.99,4.7,1723.53,2.407,Low
Rajasthan,Kishangarh,Medium,3189.41,75.69,58.31,2635.89,5.46,1905.51,14.439,Medium
Tamil Nadu,Chennai,Large,5057.92,56.75,63.63,1685.84,,2730.74,21.846,High
Andhra Pradesh,Nellore,Small,1149.2,89.5,45.35,1747.1,4.93,1627.91,9.914,Medium
Andhra Pradesh,Guntur,Small,1065.09,88.77,44.59,1966.62,9.6,1907.34,7.346,Low
Rajasthan,Kishangarh,Small,1884.87,78.03,74.05,2153.29,5.07,2120.94,15.753,Medium
Andhra Pradesh,Guntur,Large,4621.29,44.53,45.72,1637.1,6.83,1409.87,11.198,Medium
Telangana,Warangal,Small,1152.41,71.68,74.81,2281.57,7.3,1807.39,7.428,Low
Andhra Pradesh,Kurnool,Large,4565.17,68.62,74.78,2338.73,6.29,2472.67,14.29,Medium
Andhra Pradesh,Guntur,Small,1369.89,74.83,44.98,1395.68,11.89,2180.08,8.932,Medium
Telangana,Hyderabad,Medium,2269.71,79.73,90.77,1987.44,8.67,2179.71,14.701,Medium
Gujarat,Rajkot,Medium,2265.14,92.28,49.39,2531.52,4.6,2000.79,8.252,Medium
Tamil Nadu,Madurai,Small,2108.43,69.35,42.37,1696.92,9.6,2308.03,12.348,Medium
Karnataka,Bengaluru,Medium,3245.11,98.0,58.91,2049.08,2.51,2489.41,20.096,High
Rajasthan,Kishangarh,Small,1434.25,78.37,71.86,2525.58,13.54,2176.48,11.618,Medium
Rajasthan,Kishangarh,Small,2134.9,68.13,53.94,2973.64,4.28,1889.09,9.926,Medium
Gujarat,Ahmedabad,Large,4610.94,81.06,58.3,1310.9,,1677.62,14.656,High
Karnataka,Chitradurga,Small,1464.9,92.46,56.87,1527.22,5.62,2340.55,19.042,High
Telangana,Karimnagar,Medium,2292.39,88.88,32.45,2364.61,0.5,1495.33,12.705,Medium
Andhra Pradesh,Kadapa,Small,1315.07,48.47,79.73,1625.51,7.58,1931.93,8.99,Medium
Andhra Pradesh,Kadapa,Small,1284.06,60.49,61.62,1896.1,7.93,2105.19,7.346,Low
Karnataka,Chitradurga,Medium,3131.79,60.54,22.84,2358.1,5.89,2339.29,12.648,Medium
Rajasthan,Makrana,Medium,3387.87,90.09,50.27,2274.13,5.16,2256.69,20.952,High
Rajasthan,Jaipur,Small,1650.63,95.44,68.02,2767.0,3.84,2160.61,14.186,Medium
Tamil Nadu,Salem,Medium,2931.36,84.28,53.34,1220.9,3.25,2577.86,19.497,High
Telangana,Warangal,Small,1059.38,94.49,50.14,2131.11,8.71,1595.54,7.856,Low
Andhra Pradesh,Nellore,Large,4500.15,98.0,84.34,1307.07,7.08,2065.57,21.938,High
Tamil Nadu,Chennai,Small,1930.92,80.7,48.33,976.83,7.51,2556.9,19.187,High
Rajasthan,Jaipur,Small,1485.04,83.92,20.0,2081.36,9.8,1614.37,5.31,Low
Telangana,Khammam,Medium,2379.55,81.04,77.61,2565.95,5.68,1880.99,12.799,Medium
Andhra Pradesh,Guntur,Small,1216.23,85.69,46.94,2127.81,7.72,1322.85,5.339,Low
Gujarat,Rajkot,Small,1786.74,68.13,52.25,2303.17,7.91,1571.71,6.782,Low
Tamil Nadu,Chennai,Small,1727.22,62.96,44.81,1273.74,5.83,2333.47,10.328,Medium
Gujarat,Surat,Large,3743.75,74.62,55.1,1811.68,5.36,1491.47,10.856,Medium
Tamil Nadu,Krishnagiri,Large,5340.27,76.08,52.64,1109.2,8.12,1970.72,19.902,High
Rajasthan,Udaipur,Medium,3102.19,76.26,51.48,2528.85,5.43,1904.72,11.68,Medium
Gujarat,Vadodara,Medium,2841.59,91.25,45.86,1593.96,3.39,1507.57,12.297,Medium
Tamil Nadu,Krishnagiri,Medium,3217.8,62.78,81.91,2132.07,6.77,3106.16,20.816,High
Tamil Nadu,Krishnagiri,Medium,3257.18,98.0,75.26,1349.22,1.28,2649.79,26.748,High
Tamil Nadu,Salem,Small,1812.75,73.12,58.5,2015.39,9.89,2617.36,14.369,Medium
Karnataka,Bengaluru,Large,4356.49,80.38,64.75,1153.71,3.12,2197.26,22.161,High
Rajasthan,Jaipur,Small,1446.69,76.85,29.39,,9.44,1713.31,8.833,Medium
Karnataka,Mysuru,Small,1435.55,62.18,64.67,1400.66,10.1,1969.51,7.189,Low
Karnataka,Ramanagara,Large,4844.57,73.32,58.4,2011.13,2.5,2433.37,17.314,High
Andhra Pradesh,Nellore,Medium,2489.73,73.21,73.95,1787.22,9.82,1823.69,12.911,Medium
Karnataka,Hassan,Small,2012.0,62.36,74.9,1637.88,10.26,2322.52,9.842,Medium
Telangana,Nizamabad,Small,1236.11,65.45,49.46,1997.15,9.65,1735.48,2.64,Medium
Telangana,Karimnagar,Medium,2534.6,68.9,28.22,1391.7,6.07,1694.88,7.003,Low
Gujarat,Surat,Medium,2271.37,66.92,65.44,4167.969118412664,8.22,1607.05,10.625,Medium
Tamil Nadu,Chennai,Medium,2832.63,67.33,40.98,1818.15,,2201.64,10.755,Medium
Telangana,Warangal,Small,828.57,82.86,42.71,2631.71,10.44,2139.65,8.162,Medium
Andhra Pradesh,Ongole,Large,4552.88,61.15,67.99,,9.38,1705.21,12.657,Medium
Karnataka,Mysuru,Small,1459.46,77.03,68.78,1046.3,9.82,2282.59,12.11,Medium
Karnataka,Bengaluru,Medium,3072.88,72.5,69.46,1002.42,7.03,2291.25,18.839,High
Tamil Nadu,Madurai,Medium,3098.47,73.43,83.3,1581.41,5.34,2461.92,18.725,High
Tamil Nadu,Chennai,Small,1214.89,57.78,50.62,1242.55,5.72,2033.3,12.914,Medium
Rajasthan,Jaipur,Small,1281.89,62.78,70.76,1852.55,6.25,1990.82,8.979,High
Tamil Nadu,Dharmapuri,Large,6033.38,83.24,72.59,1740.68,4.03,2385.51,24.946,High
Andhra Pradesh,Ongole,Large,4744.62,70.78,78.41,1459.32,8.53,1937.42,14.098,Medium
Rajasthan,Kishangarh,Small,1892.58,53.51,69.05,1924.7,10.29,1960.56,6.448,Low
Karnataka,Ramanagara,Large,5472.07,78.78,76.12,1919.96,5.05,2244.73,22.779,High
Rajasthan,Makrana,Small,1323.06,71.68,27.47,1655.6,9.32,1946.14,9.245,Medium
Rajasthan,Kishangarh,Medium,2499.0,84.76,49.23,1999.86,1.31,1934.5,16.415,High
Rajasthan,Jaipur,Small,1927.8,94.29,57.09,2156.91,0.95,2244.2,17.23,High
Gujarat,Ahmedabad,Large,3721.08,76.59,62.59,1183.06,5.56,1711.43,14.098,Medium
Rajasthan,Jodhpur,Small,1319.19,77.61,66.87,2228.86,5.08,2116.43,12.304,Medium
Karnataka,Bengaluru,Medium,2754.9,83.58,58.88,2206.72,7.13,2431.49,15.394,Medium
Karnataka,Hassan,Medium,2709.8,69.66,48.36,1999.73,4.07,2370.8,15.815,Medium
Andhra Pradesh,Ongole,Small,1241.13,81.63,39.13,1540.78,9.38,1877.73,7.17,Low
Tamil Nadu,Chennai,Medium,2846.12,62.27,28.8,2187.23,7.7,2386.86,10.689,Medium
Andhra Pradesh,Guntur,Small,1111.77,69.18,62.35,2292.42,5.66,2029.38,6.963,Low
Tamil Nadu,Madurai,Medium,3331.49,96.03,36.55,1104.74,1.98,2526.61,22.021,High
Andhra Pradesh,Nellore,Small,1559.35,89.41,52.16,1326.11,9.67,1644.2,10.824,High
